,index,name,url,hdd_ssd,capacity,rpm0/read1,cache0/write1,PRICE
193,193,HGST HTS541616J9AT00 (160G 9.5mm),https://kakaku.com/item/05360410348/,0,160.0,5400.0,8000.0,6050.0
194,194,HGST HTS545032A7E380 [320GB 7mm],https://kakaku.com/item/K0000220782/,0,320.0,5400.0,8000.0,3101.0
195,195,WESTERN DIGITAL WD3200BEVT (320G 9.5mm),https://kakaku.com/item/05366010527/,0,320.0,5400.0,8000.0,3560.0
196,196,HGST HCC545050A7E380 [500GB 7mm],https://kakaku.com/item/K0001177112/,0,500.0,5400.0,8000.0,3980.0
197,197,WESTERN DIGITAL WD3200BPVT [320GB 9.5mm],https://kakaku.com/item/K0000274643/,0,320.0,5400.0,8000.0,4450.0
198,198,WESTERN DIGITAL WD3200LPCX [320GB 7mm],https://kakaku.com/item/K0000862480/,0,320.0,5400.0,16000.0,5390.0
199,199,SEAGATE ST500LM034 [500GB 7mm],https://kakaku.com/item/K0001055643/,0,500.0,7200.0,128000.0,5787.0
200,200,東芝 MQ01ABF032BOX [320GB 7mm],https://kakaku.com/item/K0000565813/,0,320.0,5400.0,8000.0,6013.0
201,201,東芝 MQ01ABD100BOX [1TB 9.5mm],https://kakaku.com/item/K0000438685/,0,1000.0,5400.0,8000.0,7780.0
202,202,WESTERN DIGITAL WD10SPCX [1TB 7mm],https://kakaku.com/item/K0000563073/,0,1000.0,5400.0,16000.0,13046.0
203,203,SEAGATE ST1000LX001 [1TB 9.5mm],https://kakaku.com/item/K0000858846/,0,1000.0,5400.0,64000.0,14980.0
204,204,SEAGATE ST5000LM000 [5TB 15mm],https://kakaku.com/item/K0000930257/,0,5000.0,5400.0,128000.0,17770.0
205,205,SEAGATE ST1000NX0423 [1TB 15mm],https://kakaku.com/item/K0001118499/,0,1000.0,7200.0,128000.0,23282.0
206,206,東芝 MK5076GSX [500GB 9.5mm],https://kakaku.com/item/K0000255903/,0,500.0,5400.0,8000.0,3758.0
207,207,SEAGATE ST640LM001 [640GB 9.5mm],https://kakaku.com/item/K0000407007/,0,640.0,5400.0,8000.0,4112.0
208,208,東芝 MQ01ABD032 [320GB 9.5mm],https://kakaku.com/item/K0000276598/,0,320.0,5400.0,8000.0,4279.0
209,209,HGST HTS727564A9E364 [640GB 9.5mm],https://kakaku.com/item/K0000156534/,0,640.0,7200.0,16000.0,4665.0
210,210,SEAGATE ST9500325AS (500GB 9.5mm),https://kakaku.com/item/K0000012478/,0,500.0,5400.0,8000.0,5538.0
211,211,SEAGATE ST1000LM035 [1TB 7mm],https://kakaku.com/item/K0000874962/,0,1000.0,5400.0,128000.0,5680.0
212,212,東芝 MK6476GSX [640GB 9.5mm],https://kakaku.com/item/K0000489511/,0,640.0,5400.0,8000.0,5866.0
213,213,東芝 MQ01ABF050BOX [500GB 7mm],https://kakaku.com/item/K0000565812/,0,500.0,5400.0,8000.0,6480.0
214,214,東芝 MQ01ABD032BOX [320GB 9.5mm],https://kakaku.com/item/K0000438682/,0,320.0,5400.0,8000.0,6740.0
215,215,WESTERN DIGITAL WD2500BEVE (250GB 9.5mm),https://kakaku.com/item/05366010558/,0,250.0,5400.0,8000.0,6950.0
216,216,WESTERN DIGITAL WD3200LPLX [320GB 7mm],https://kakaku.com/item/K0000879804/,0,320.0,7200.0,32000.0,7080.0
217,217,WESTERN DIGITAL WD2500LPLX [250GB 7mm],https://kakaku.com/item/K0000879805/,0,250.0,7200.0,32000.0,7280.0
218,218,東芝 MQ01ABC150 [1.5TB 12.5mm],https://kakaku.com/item/K0000486947/,0,1500.0,5400.0,8000.0,9936.0
219,219,HGST HTS541612J9AT00 (120G 9.5mm),https://kakaku.com/item/05360410349/,0,120.0,5400.0,8000.0,11206.0
220,220,ロジテック 【直販モデル】 LHD-NA10SAKWR [1TB 9.5mm],https://kakaku.com/item/K0000855068/,0,1000.0,5400.0,8000.0,12210.0
221,221,ロジテック 【直販モデル】 LHD-NA20SAKWGP [2TB 15mm],https://kakaku.com/item/K0000855067/,0,2000.0,5400.0,8000.0,15180.0
222,222,WESTERN DIGITAL WD30NPZZ [3TB 15mm],https://kakaku.com/item/K0000976781/,0,3000.0,5400.0,8000.0,15580.0
223,223,SEAGATE ST2000NX0253 [2TB 15mm],https://kakaku.com/item/K0000913633/,0,2000.0,7200.0,128000.0,40736.0
224,224,SEAGATE ST2000NX0403 [2TB 15mm],https://kakaku.com/item/K0001118498/,0,2000.0,7200.0,128000.0,42648.0
225,225,富士通 MBB2073RC (73.5GB 10025 SAS),https://kakaku.com/item/K0000052533/,0,73.5,10025.0,16000.0,1480.0
226,226,SEAGATE ST3600057SS (600GB 15000 SAS2.0),https://kakaku.com/item/K0000093193/,0,600.0,15000.0,16000.0,13980.0
227,227,SEAGATE ST1000NX0453 [1TB 7200 SAS3.0],https://kakaku.com/item/K0001118497/,0,1000.0,7200.0,128000.0,24864.0
228,228,富士通 MBE2073RC (73.5GB 15000 SAS),https://kakaku.com/item/K0000003208/,0,73.5,15000.0,16000.0,3040.0
229,229,富士通 MBD2147RC (147GB 10025 SAS),https://kakaku.com/item/K0000003206/,0,147.0,10025.0,16000.0,8650.0
230,230,東芝 MBF2300RC (300GB 10025 SAS2.0),https://kakaku.com/item/K0000091295/,0,300.0,10025.0,16000.0,8896.0
231,231,東芝 MK2001TRKB [2TB 7200 SAS2.0],https://kakaku.com/item/K0000184546/,0,2000.0,7200.0,16000.0,8900.0
232,232,WESTERN DIGITAL WD1001FYYG [1TB 7200 SAS2.0],https://kakaku.com/item/K0000835854/,0,1000.0,7200.0,32000.0,19799.0
233,233,SEAGATE ST3000NM0025 [3TB 7200 SAS3.0],https://kakaku.com/item/K0001018695/,0,3000.0,7200.0,128000.0,24397.0
234,234,SEAGATE ST8000NM0075 [8TB 7200 SAS3.0],https://kakaku.com/item/K0000880250/,0,8000.0,7200.0,256000.0,37839.0
235,235,SEAGATE ST10000NM0096 [10TB 7200 SAS3.0],https://kakaku.com/item/K0001159934/,0,10000.0,7200.0,256000.0,43779.0
236,236,HGST HUH721008AL5200 [8TB 7200 SAS3.0],https://kakaku.com/item/K0000835219/,0,8000.0,7200.0,256000.0,52799.0
237,237,SEAGATE ST2000NX0433 [2TB 7200 SAS3.0],https://kakaku.com/item/K0001118496/,0,2000.0,7200.0,128000.0,56780.0
238,238,HGST HUH721010AL5200 [10TB 7200 SAS3.0],https://kakaku.com/item/K0000835218/,0,10000.0,7200.0,256000.0,58629.0
239,239,SEAGATE ST12000NM0027 [12TB 7200 SAS3.0],https://kakaku.com/item/K0001159935/,0,12000.0,7200.0,256000.0,65779.0
240,240,HGST HUH721212AL5200 [12TB 7200 SAS3.0],https://kakaku.com/item/K0001032507/,0,12000.0,7200.0,256000.0,68969.0
241,0,CFD CSSD-S6B480CG3VX,https://kakaku.com/item/K0001132862/,1,480.0,550.0,510.0,5478.0
242,1,crucial MX500 CT500MX500SSD1/JP,https://kakaku.com/item/K0001028334/,1,500.0,560.0,510.0,8250.0
243,2,crucial BX500 CT240BX500SSD1JP,https://kakaku.com/item/K0001097406/,1,240.0,540.0,500.0,3680.0
244,3,crucial P1 CT1000P1SSD8JP,https://kakaku.com/item/K0001101038/,1,1000.0,2000.0,1700.0,12380.0
245,4,サムスン 860 EVO MZ-76E500B/IT,https://kakaku.com/item/K0001027990/,1,500.0,550.0,520.0,7700.0
246,5,crucial MX500 CT1000MX500SSD1/JP,https://kakaku.com/item/K0001028335/,1,1000.0,560.0,510.0,13472.0
247,6,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0A,https://kakaku.com/item/K0000969848/,1,1000.0,560.0,530.0,12250.0
248,7,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0A,https://kakaku.com/item/K0000969847/,1,500.0,560.0,530.0,7250.0
249,8,Silicon Power PCIe Gen3x4 P34A80 SP001TBP34A80M28,https://kakaku.com/item/K0001153541/,1,1000.0,3400.0,3000.0,14980.0
250,9,WESTERN DIGITAL WD Blue SN500 NVMe WDS500G1B0C,https://kakaku.com/item/K0001140102/,1,500.0,1700.0,1450.0,8710.0
251,10,グリーンハウス GH-SSDR2SA120,https://kakaku.com/item/K0001083589/,1,120.0,500.0,400.0,1949.0
252,11,ADATA Ultimate SU630 ASU630SS-480GQ-T NTT-X Store限定モデル,https://kakaku.com/item/K0001198802/,1,480.0,520.0,450.0,4999.0
253,12,CFD PG3VNF CSSD-M2B1TPG3VNF,https://kakaku.com/item/K0001169975/,1,1000.0,5000.0,4400.0,21970.0
254,13,サムスン 860 QVO MZ-76Q1T0B/IT,https://kakaku.com/item/K0001122056/,1,1000.0,550.0,520.0,11816.0
255,14,GIGABYTE AORUS GP-ASM2NE6100TTTD,https://kakaku.com/item/K0001171775/,1,1000.0,5000.0,4400.0,20405.0
256,15,AGI AGI960G17AI178,https://kakaku.com/item/K0001051709/,1,960.0,560.0,525.0,8998.0
257,16,インテル SSD 660p SSDPEKNW010T8X1,https://kakaku.com/item/K0001092797/,1,1024.0,1800.0,1800.0,11980.0
258,17,レキサーメディア NM610 LNM610-1TRBJP,https://kakaku.com/item/K0001211576/,1,1000.0,2100.0,1600.0,10978.0
259,18,SANDISK SSD PLUS SDSSDA-240G-J26,https://kakaku.com/item/K0000881062/,1,240.0,530.0,440.0,3520.0
260,19,インテル SSD 660p SSDPEKNW020T8X1,https://kakaku.com/item/K0001092798/,1,2048.0,1800.0,1800.0,22739.0
261,20,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0B,https://kakaku.com/item/K0000969851/,1,500.0,560.0,530.0,6990.0
262,21,AGI AGI512G17AI178,https://kakaku.com/item/K0001119256/,1,512.0,556.0,519.0,4980.0
263,22,HP S700 2DP99AA#UUF,https://kakaku.com/item/K0001216093/,1,500.0,560.0,515.0,5478.0
264,23,WESTERN DIGITAL WD Blue SN550 NVMe WDS100T2B0C,https://kakaku.com/item/K0001220483/,1,1000.0,2400.0,1950.0,13480.0
265,24,CFD CSSD-S6B01TMG4VT,https://kakaku.com/item/K0001153967/,1,1000.0,560.0,540.0,13280.0
266,25,SANDISK ウルトラ 3D SSD SDSSDH3-500G-J25,https://kakaku.com/item/K0000987593/,1,500.0,560.0,530.0,7040.0
267,26,SANDISK SSD PLUS SDSSDA-1T00-J26,https://kakaku.com/item/K0001144883/,1,1000.0,535.0,450.0,11000.0
268,27,SANDISK ウルトラ 3D SSD SDSSDH3-1T00-J25,https://kakaku.com/item/K0000987594/,1,1000.0,560.0,530.0,11990.0
269,28,ADATA Ultimate SU630 ASU630SS-960GQ-R,https://kakaku.com/item/K0001119257/,1,960.0,520.0,450.0,14661.0
270,29,Corsair Force Series MP510 CSSD-F960GBMP510,https://kakaku.com/item/K0001098774/,1,960.0,3480.0,3000.0,15314.0
271,30,crucial MX500 CT250MX500SSD1/JP,https://kakaku.com/item/K0001028333/,1,250.0,560.0,510.0,6094.0
272,31,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0A,https://kakaku.com/item/K0000969849/,1,2000.0,560.0,530.0,24840.0
273,32,グリーンハウス GH-SSDR2SA240,https://kakaku.com/item/K0001083590/,1,240.0,520.0,450.0,3267.0
274,33,CFD CSSD-S6B05GMG4VT,https://kakaku.com/item/K0001153968/,1,500.0,560.0,540.0,7593.0
275,34,SANDISK ウルトラ 3D SSD SDSSDH3-2T00-J25,https://kakaku.com/item/K0000987595/,1,2000.0,560.0,530.0,24860.0
276,35,WESTERN DIGITAL WD Blue SN550 NVMe WDS500G2B0C,https://kakaku.com/item/K0001220482/,1,500.0,2400.0,1750.0,7480.0
277,36,WESTERN DIGITAL WD Blue 3D NAND SATA WDS500G2B0A+EXT,https://kakaku.com/item/K0001217636/,1,500.0,560.0,530.0,7580.0
278,37,ESSENCORE KLEVV NEO N510+ K240GSSDS3-N51,https://kakaku.com/item/K0001185420/,1,240.0,520.0,500.0,3140.0
279,38,crucial P1 CT500P1SSD8JP,https://kakaku.com/item/K0001101037/,1,500.0,1900.0,950.0,8280.0
280,39,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0B,https://kakaku.com/item/K0000969852/,1,1000.0,560.0,530.0,12133.0
281,40,crucial BX500 CT120BX500SSD1JP,https://kakaku.com/item/K0001097405/,1,120.0,540.0,500.0,2400.0
282,41,WESTERN DIGITAL WD Black SN750 NVMe WDS500G3X0C,https://kakaku.com/item/K0001122649/,1,500.0,3470.0,2600.0,12913.0
283,42,ADATA Ultimate SU650 ASU650SS-120GT-R,https://kakaku.com/item/K0001090766/,1,120.0,520.0,320.0,2280.0
284,43,CFD PG3VNF CSSD-M2B5GPG3VNF,https://kakaku.com/item/K0001169976/,1,500.0,5000.0,2500.0,12650.0
285,44,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0A,https://kakaku.com/item/K0000969846/,1,250.0,550.0,525.0,4900.0
286,45,インテル SSD 545s SSDSC2KW512G8X1,https://kakaku.com/item/K0000991499/,1,512.0,550.0,500.0,10480.0
287,46,AGI AGI512G16AI198,https://kakaku.com/item/K0001113948/,1,512.0,1624.0,1473.0,5680.0
288,47,CFD CSSD-S6B960CG3VX,https://kakaku.com/item/K0001132861/,1,960.0,550.0,510.0,11000.0
289,48,crucial MX500 CT500MX500SSD1,https://kakaku.com/item/K0001024635/,1,500.0,560.0,510.0,6928.0
290,49,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3XHC,https://kakaku.com/item/K0001122655/,1,1000.0,3470.0,3000.0,22800.0
291,50,ADATA XPG SX8200 Pro ASX8200PNP-512GT-C,https://kakaku.com/item/K0001136685/,1,512.0,3500.0,2350.0,8360.0
292,51,CFD CSSD-S6B240CG3VX,https://kakaku.com/item/K0001132863/,1,240.0,550.0,510.0,3850.0
293,52,GIGABYTE AORUS GP-ASM2NE6500GTTD,https://kakaku.com/item/K0001180103/,1,500.0,5000.0,2500.0,15178.0
294,53,PLEXTOR M9Pe(G) PX-512M9PeG,https://kakaku.com/item/K0001024377/,1,512.0,3200.0,2000.0,11445.0
295,54,crucial MX500 CT2000MX500SSD1/JP,https://kakaku.com/item/K0001028336/,1,2000.0,560.0,510.0,27500.0
296,55,SANDISK SSD PLUS SDSSDA-120G-G27,https://kakaku.com/item/K0001041037/,1,120.0,530.0,310.0,2506.0
297,56,WESTERN DIGITAL WD Blue SN500 NVMe WDS250G1B0C,https://kakaku.com/item/K0001140103/,1,250.0,1700.0,1300.0,5680.0
298,57,インテル SSD 545s SSDSC2KW256G8X1,https://kakaku.com/item/K0000991498/,1,256.0,550.0,500.0,6180.0
299,58,サムスン 970 EVO Plus MZ-V7S500B/IT,https://kakaku.com/item/K0001123583/,1,500.0,3500.0,3200.0,14989.0
300,59,AGI AGI256G06AI138,https://kakaku.com/item/K0001184548/,1,256.0,556.0,515.0,3278.0
301,60,Silicon Power Ace A55 SP001TBSS3A55S25,https://kakaku.com/item/K0001214310/,1,1000.0,560.0,530.0,13219.0
302,61,crucial BX500 CT240BX500SSD1,https://kakaku.com/item/K0001086728/,1,240.0,540.0,500.0,3573.0
303,62,crucial BX500 CT480BX500SSD1JP,https://kakaku.com/item/K0001097407/,1,480.0,540.0,500.0,6270.0
304,63,IODATA SSPH-UT480K/E,https://kakaku.com/item/K0001151258/,1,480.0,350.0,300.0,6680.0
305,64,HP S700 2DP98AA#UUF,https://kakaku.com/item/K0001196063/,1,250.0,555.0,515.0,3278.0
306,65,WESTERN DIGITAL WD Black SN750 NVMe WDS500G3XHC,https://kakaku.com/item/K0001122654/,1,500.0,3470.0,2600.0,12880.0
307,66,SANDISK ウルトラ 3D SSD SDSSDH3-4T00-J25,https://kakaku.com/item/K0001192380/,1,4000.0,560.0,530.0,55980.0
308,67,ADATA Ultimate SU650 ASU650SS-240GT-R,https://kakaku.com/item/K0001090767/,1,240.0,520.0,450.0,3564.0
309,68,WESTERN DIGITAL WD Blue 3D NAND SATA WDS250G2B0B,https://kakaku.com/item/K0000969850/,1,250.0,550.0,525.0,4818.0
310,69,WESTERN DIGITAL WD Black SN750 NVMe WDS100T3X0C,https://kakaku.com/item/K0001122650/,1,1000.0,3470.0,3000.0,24977.0
311,70,WESTERN DIGITAL WD Blue 3D NAND SATA WDS200T2B0B,https://kakaku.com/item/K0000969853/,1,2000.0,560.0,530.0,26980.0
312,71,ADATA XPG SX8200 Pro ASX8200PNP-2TT-C,https://kakaku.com/item/K0001182212/,1,2000.0,3500.0,3000.0,29348.0
313,72,PLEXTOR M8VC PX-512M8VC,https://kakaku.com/item/K0001152720/,1,512.0,560.0,520.0,6468.0
314,73,Corsair Force Series MP600 CSSD-F1000GBMP600,https://kakaku.com/item/K0001171154/,1,1000.0,4950.0,4250.0,24452.0
315,74,SANDISK SSD PLUS SDSSDA-480G-J26,https://kakaku.com/item/K0000881063/,1,480.0,535.0,445.0,6050.0
316,75,WESTERN DIGITAL WD Black SN750 NVMe WDS250G3X0C,https://kakaku.com/item/K0001122648/,1,250.0,3100.0,1600.0,7106.0
317,76,グリーンハウス GH-SSDR2SA480,https://kakaku.com/item/K0001083591/,1,480.0,520.0,450.0,5297.0
318,77,SANDISK SSD PLUS SDSSDA-240G-G26,https://kakaku.com/item/K0000974660/,1,240.0,530.0,440.0,9680.0
319,78,旭東エレクトロニクス SUNEAST SE800-2TB,https://kakaku.com/item/K0001123687/,1,2000.0,550.0,500.0,21888.0
320,79,キングストン A400 SSD SA400S37/240G,https://kakaku.com/item/K0000956840/,1,240.0,500.0,350.0,3580.0
321,80,トランセンド TS1TMTE220S,https://kakaku.com/item/K0001125540/,1,1000.0,3500.0,2800.0,14980.0
322,81,Corsair Force Series MP510 CSSD-F480GBMP510,https://kakaku.com/item/K0001098773/,1,480.0,3480.0,2000.0,9780.0
323,82,Silicon Power Ace A55 SP128GBSS3A55S25,https://kakaku.com/item/K0001214307/,1,128.0,550.0,420.0,2525.0
324,83,BIOSTAR S120 S120-256GB,https://kakaku.com/item/K0001217374/,1,256.0,550.0,510.0,3963.0
325,84,crucial BX500 CT480BX500SSD1,https://kakaku.com/item/K0001086729/,1,480.0,540.0,500.0,5790.0
326,85,WESTERN DIGITAL WD Blue 3D NAND SATA WDS400T2B0A,https://kakaku.com/item/K0001168624/,1,4000.0,560.0,530.0,57978.0
327,86,インテル 540s Series SSDSCKKW480H6X1,https://kakaku.com/item/K0000871224/,1,480.0,560.0,480.0,5979.0
328,87,バッファロー SSD-PH1.0U3-BA [ブラック],https://kakaku.com/item/K0001147808/,1,1000.0,1000.0,1000.0,22514.0
329,88,SANDISK ウルトラ 3D SSD SDSSDH3-250G-J25,https://kakaku.com/item/K0000987592/,1,250.0,550.0,525.0,4910.0
330,89,サムスン T5 MU-PA500B/IT [ブルー],https://kakaku.com/item/K0000990360/,1,500.0,540.0,540.0,9990.0
331,90,WESTERN DIGITAL WD Black SN750 NVMe WDS200T3X0C,https://kakaku.com/item/K0001122651/,1,2000.0,3400.0,2900.0,46689.0
332,91,トランセンド SSD230 TS256GSSD230S,https://kakaku.com/item/K0000952365/,1,256.0,560.0,500.0,4380.0
333,92,SANDISK SSD PLUS SDSSDA-480G-G26,https://kakaku.com/item/K0000974661/,1,480.0,535.0,445.0,6041.0
334,93,インテル SSD 760p SSDPEKKW512G8XT,https://kakaku.com/item/K0001028199/,1,512.0,3230.0,1625.0,11980.0
335,94,UMAX S330 UM-SSD25S330-240,https://kakaku.com/item/K0001216436/,1,240.0,520.0,450.0,4030.0
336,95,旭東エレクトロニクス SUNEAST SE800-512GB,https://kakaku.com/item/K0001112613/,1,512.0,530.0,500.0,5759.0
337,96,レキサーメディア NM610 LNM610-500RBJP,https://kakaku.com/item/K0001211577/,1,500.0,2000.0,1600.0,6578.0
338,97,トランセンド SSD230 TS512GSSD230S,https://kakaku.com/item/K0000952366/,1,512.0,560.0,520.0,7680.0
339,98,サムスン 860 EVO M.2 MZ-N6E500B/IT,https://kakaku.com/item/K0001027997/,1,500.0,550.0,520.0,7990.0
340,99,エレコム ESD-ED0120GBK [ブラック],https://kakaku.com/item/K0001078811/,1,120.0,300.0,50.0,2853.0
341,100,PLEXTOR M8VC PX-256M8VC,https://kakaku.com/item/K0001152719/,1,256.0,560.0,510.0,4889.0
342,101,crucial P1 CT1000P1SSD8,https://kakaku.com/item/K0001162117/,1,1000.0,2000.0,1700.0,12800.0
343,102,サムスン 970 EVO Plus MZ-V7S1T0B/IT,https://kakaku.com/item/K0001123584/,1,1000.0,3500.0,3300.0,27989.0
344,103,WESTERN DIGITAL WD Red SA500 NAS SATA WDS500G1R0A,https://kakaku.com/item/K0001215279/,1,500.0,560.0,530.0,9280.0
345,104,ADATA XPG SX8200 Pro ASX8200PNP-1TT-C,https://kakaku.com/item/K0001136686/,1,1000.0,3500.0,3000.0,16478.0
346,105,ADATA XPG SX8200 Pro ASX8200PNP-256GT-C,https://kakaku.com/item/K0001136684/,1,256.0,3500.0,1200.0,5038.0
347,106,ADATA Ultimate SU750 ASU750SS-256GT-C,https://kakaku.com/item/K0001143805/,1,256.0,550.0,520.0,3934.0
348,107,IODATA SSPG-USC2NV/E,https://kakaku.com/item/K0001222507/,1,2000.0,530.0,460.0,24552.0
349,108,ESSENCORE KLEVV CRAS C700 M.2 K480GM2SP0-C70,https://kakaku.com/item/K0001185426/,1,480.0,1500.0,1300.0,6600.0
350,109,インテル SSD 660p SSDPEKNW512G8X1,https://kakaku.com/item/K0001092796/,1,512.0,1500.0,1000.0,7280.0
351,110,UMAX S330 UM-SSD25S330-960,https://kakaku.com/item/K0001216438/,1,960.0,560.0,450.0,9878.0
352,111,SEAGATE BarraCuda 120 SSD ZA1000CM1A003,https://kakaku.com/item/K0001220990/,1,1000.0,560.0,540.0,12080.0
353,112,トランセンド SSD230 TS128GSSD230S,https://kakaku.com/item/K0000952364/,1,128.0,560.0,500.0,2980.0
354,113,キングストン A400 SSD SA400S37/480G,https://kakaku.com/item/K0000956841/,1,480.0,500.0,450.0,5760.0
355,114,WESTERN DIGITAL WD Blue 3D NAND SATA WDS100T2B0A+EXT,https://kakaku.com/item/K0001217637/,1,1000.0,560.0,530.0,12979.0
356,115,ADATA Ultimate SU750 ASU750SS-512GT-C,https://kakaku.com/item/K0001143804/,1,512.0,550.0,520.0,6350.0
357,116,Silicon Power Ace A55 SP256GBSS3A55S25,https://kakaku.com/item/K0001214308/,1,256.0,550.0,450.0,3992.0
358,117,旭東エレクトロニクス SUNEAST SE800-360GB,https://kakaku.com/item/K0001062591/,1,360.0,530.0,450.0,4223.0
359,118,バッファロー SSD-PL960U3-BK/N [ブラック],https://kakaku.com/item/K0001007810/,1,960.0,340.0,320.0,10980.0
360,119,ADATA Ultimate SU750 ASU750SS-1TT-C,https://kakaku.com/item/K0001143803/,1,1000.0,550.0,520.0,12074.0
361,120,レキサーメディア NM610 LNM610-250RBJP,https://kakaku.com/item/K0001214525/,1,250.0,2000.0,1200.0,4180.0
362,121,インテル SSD 660p SSDPEKNW512G8XT,https://kakaku.com/item/K0001102555/,1,512.0,1500.0,1000.0,7920.0
363,122,トランセンド TS512GMTS430S,https://kakaku.com/item/K0001133994/,1,512.0,560.0,500.0,9480.0
364,123,ESSENCORE KLEVV NEO N510+ K480GSSDS3-N51,https://kakaku.com/item/K0001185421/,1,480.0,520.0,500.0,5473.0
365,124,サムスン 970 EVO Plus MZ-V7S250B/IT,https://kakaku.com/item/K0001123582/,1,250.0,3500.0,2300.0,9146.0
366,125,インテル DC S3520 SSDSC2BB960G701,https://kakaku.com/item/K0000964789/,1,960.0,450.0,380.0,19399.0
367,126,インテル SSD 760p SSDPEKKW256G8XT,https://kakaku.com/item/K0001028198/,1,256.0,3210.0,1315.0,7700.0
368,127,IODATA SSPG-USC1NV/E,https://kakaku.com/item/K0001222506/,1,1000.0,530.0,460.0,12850.0
369,128,CFD CSSD-S6B02TMG4VT,https://kakaku.com/item/K0001153966/,1,2000.0,560.0,540.0,32780.0
370,129,レキサーメディア Professional SL100 Pro LSL100P-1TRBJP [ブラック],https://kakaku.com/item/K0001211860/,1,1000.0,950.0,900.0,20150.0
371,130,旭東エレクトロニクス SUNEAST SE800-240GB,https://kakaku.com/item/K0001062590/,1,240.0,530.0,450.0,3263.0
372,131,トランセンド SSD220 TS240GSSD220S,https://kakaku.com/item/K0000871391/,1,240.0,500.0,480.0,4059.0
373,132,バッファロー SSD-PL480U3-BK,https://kakaku.com/item/K0000961670/,1,480.0,340.0,320.0,5980.0
374,133,キングストン UV500 SSD SUV500MS/480G,https://kakaku.com/item/K0001051561/,1,480.0,520.0,500.0,8780.0
375,134,IODATA SSPH-UT960K/E,https://kakaku.com/item/K0001151259/,1,960.0,340.0,300.0,11480.0
376,135,crucial BX500 CT120BX500SSD1,https://kakaku.com/item/K0001086727/,1,120.0,540.0,500.0,2475.0
377,136,キングストン UV500 SSD SUV500MS/120G,https://kakaku.com/item/K0001051559/,1,120.0,520.0,320.0,3646.0
378,137,IODATA SSPH-UT240K [スモーキーブラック],https://kakaku.com/item/K0001148057/,1,240.0,340.0,320.0,3700.0
379,138,旭東エレクトロニクス SUNEAST SE800-n256GB,https://kakaku.com/item/K0001065140/,1,256.0,530.0,450.0,8210.0
380,139,ESSENCORE KLEVV CRAS C700 M.2 K240GM2SP0-C70,https://kakaku.com/item/K0001185425/,1,240.0,1500.0,1000.0,4178.0
381,140,Silicon Power Ace A55 SP512GBSS3A55S25,https://kakaku.com/item/K0001214309/,1,512.0,560.0,530.0,6913.0
382,141,トランセンド TS512GMTE220S,https://kakaku.com/item/K0001127531/,1,512.0,3500.0,2100.0,9480.0
383,142,CFD PG3VNF CSSD-M2B2TPG3VNF,https://kakaku.com/item/K0001169974/,1,2000.0,5000.0,4400.0,52580.0
384,143,Apacer AS340 AP120GAS340G-1,https://kakaku.com/item/K0001209731/,1,120.0,550.0,500.0,2180.0
385,144,crucial MX500 CT250MX500SSD1,https://kakaku.com/item/K0001024634/,1,250.0,560.0,510.0,4938.0
386,145,トランセンド TS256GMSA230S,https://kakaku.com/item/K0001154910/,1,256.0,550.0,400.0,5780.0
387,146,エレコム ESD-IB0240G,https://kakaku.com/item/K0001121678/,1,240.0,500.0,430.0,8243.0
388,147,crucial BX500 CT960BX500SSD1JP,https://kakaku.com/item/K0001118246/,1,960.0,540.0,500.0,11980.0
389,148,crucial MX500 CT1000MX500SSD1,https://kakaku.com/item/K0001024636/,1,1000.0,560.0,510.0,12790.0
390,149,SEAGATE BarraCuda 120 SSD ZA500CM1A003,https://kakaku.com/item/K0001220989/,1,500.0,560.0,540.0,7100.0
391,150,WESTERN DIGITAL WD Red SA500 NAS SATA WDS500G1R0B,https://kakaku.com/item/K0001215283/,1,500.0,560.0,530.0,8880.0
392,151,グリーンハウス GH-SSDR2SA960,https://kakaku.com/item/K0001083592/,1,960.0,520.0,450.0,9900.0
393,152,crucial MX500 CT1000MX500SSD4/JP,https://kakaku.com/item/K0001051515/,1,1000.0,560.0,510.0,12408.0
394,153,SANDISK エクストリーム プロ SDSSDXPM2-500G-J25,https://kakaku.com/item/K0001055416/,1,500.0,3400.0,2500.0,12480.0
395,154,WESTERN DIGITAL WD Black SN750 NVMe WDS200T3XHC,https://kakaku.com/item/K0001122656/,1,2000.0,3400.0,2900.0,49800.0
396,155,トランセンド 110S TS128GMTE110S,https://kakaku.com/item/K0001060795/,1,128.0,1700.0,1500.0,3380.0
397,156,トランセンド SSD220 TS480GSSD220S,https://kakaku.com/item/K0000871392/,1,480.0,540.0,500.0,6580.0
398,157,サムスン 860 EVO MZ-76E250B/IT,https://kakaku.com/item/K0001027991/,1,250.0,550.0,520.0,6600.0
399,158,エレコム ESD-ED0480GBK [ブラック],https://kakaku.com/item/K0001078817/,1,480.0,300.0,200.0,7458.0
